date,Volume,Open,Close,High,Low,symbol
1982-03-31,0.0,3.1,3.1,3.1,3.1,PHGDPYY
1982-06-30,0.0,3.7,3.7,3.7,3.7,PHGDPYY
1982-09-30,0.0,2.2,2.2,2.2,2.2,PHGDPYY
1982-12-31,0.0,5.3,5.3,5.3,5.3,PHGDPYY
1983-03-31,0.0,3.6,3.6,3.6,3.6,PHGDPYY
1983-06-30,0.0,5.7,5.7,5.7,5.7,PHGDPYY
1983-09-30,0.0,1.8,1.8,1.8,1.8,PHGDPYY
1983-12-31,0.0,-3.1,-3.1,-3.1,-3.1,PHGDPYY
1984-03-31,0.0,-4.4,-4.4,-4.4,-4.4,PHGDPYY
1984-06-30,0.0,-6.4,-6.4,-6.4,-6.4,PHGDPYY
1984-09-30,0.0,-10.9,-10.9,-10.9,-10.9,PHGDPYY
1984-12-31,0.0,-7.8,-7.8,-7.8,-7.8,PHGDPYY
1985-03-31,0.0,-11.1,-11.1,-11.1,-11.1,PHGDPYY
1985-06-30,0.0,-9.9,-9.9,-9.9,-9.9,PHGDPYY
1985-09-30,0.0,-5.5,-5.5,-5.5,-5.5,PHGDPYY
1985-12-31,0.0,-2.4,-2.4,-2.4,-2.4,PHGDPYY
1986-03-31,0.0,-0.1,-0.1,-0.1,-0.1,PHGDPYY
1986-06-30,0.0,2.8,2.8,2.8,2.8,PHGDPYY
1986-09-30,0.0,7.7,7.7,7.7,7.7,PHGDPYY
1986-12-31,0.0,3.6,3.6,3.6,3.6,PHGDPYY
1987-03-31,0.0,3.1,3.1,3.1,3.1,PHGDPYY
1987-06-30,0.0,3.6,3.6,3.6,3.6,PHGDPYY
1987-09-30,0.0,6.7,6.7,6.7,6.7,PHGDPYY
1987-12-31,0.0,3.9,3.9,3.9,3.9,PHGDPYY
1988-03-31,0.0,6.0,6.0,6.0,6.0,PHGDPYY
1988-06-30,0.0,2.4,2.4,2.4,2.4,PHGDPYY
1988-09-30,0.0,5.9,5.9,5.9,5.9,PHGDPYY
1988-12-31,0.0,12.0,12.0,12.0,12.0,PHGDPYY
1989-03-31,0.0,6.3,6.3,6.3,6.3,PHGDPYY
1989-06-30,0.0,5.4,5.4,5.4,5.4,PHGDPYY
1989-09-30,0.0,5.4,5.4,5.4,5.4,PHGDPYY
1989-12-31,0.0,7.4,7.4,7.4,7.4,PHGDPYY
1990-03-31,0.0,5.2,5.2,5.2,5.2,PHGDPYY
1990-06-30,0.0,3.5,3.5,3.5,3.5,PHGDPYY
1990-09-30,0.0,3.7,3.7,3.7,3.7,PHGDPYY
1990-12-31,0.0,0.3,0.3,0.3,0.3,PHGDPYY
1991-03-31,0.0,-0.1,-0.1,-0.1,-0.1,PHGDPYY
1991-06-30,0.0,-1.3,-1.3,-1.3,-1.3,PHGDPYY
1991-09-30,0.0,-1.9,-1.9,-1.9,-1.9,PHGDPYY
1991-12-31,0.0,0.8,0.8,0.8,0.8,PHGDPYY
1992-03-31,0.0,2.2,2.2,2.2,2.2,PHGDPYY
1992-06-30,0.0,-0.3,-0.3,-0.3,-0.3,PHGDPYY
1992-09-30,0.0,0.4,0.4,0.4,0.4,PHGDPYY
1992-12-31,0.0,-0.8,-0.8,-0.8,-0.8,PHGDPYY
1993-03-31,0.0,0.7,0.7,0.7,0.7,PHGDPYY
1993-06-30,0.0,2.5,2.5,2.5,2.5,PHGDPYY
1993-09-30,0.0,2.7,2.7,2.7,2.7,PHGDPYY
1993-12-31,0.0,2.5,2.5,2.5,2.5,PHGDPYY
1994-03-31,0.0,3.6,3.6,3.6,3.6,PHGDPYY
1994-06-30,0.0,4.6,4.6,4.6,4.6,PHGDPYY
1994-09-30,0.0,5.1,5.1,5.1,5.1,PHGDPYY
1994-12-31,0.0,4.2,4.2,4.2,4.2,PHGDPYY
1995-03-31,0.0,4.8,4.8,4.8,4.8,PHGDPYY
1995-06-30,0.0,4.3,4.3,4.3,4.3,PHGDPYY
1995-09-30,0.0,6.0,6.0,6.0,6.0,PHGDPYY
1995-12-31,0.0,3.8,3.8,3.8,3.8,PHGDPYY
1996-03-31,0.0,5.2,5.2,5.2,5.2,PHGDPYY
1996-06-30,0.0,6.6,6.6,6.6,6.6,PHGDPYY
1996-09-30,0.0,6.1,6.1,6.1,6.1,PHGDPYY
1996-12-31,0.0,5.6,5.6,5.6,5.6,PHGDPYY
1997-03-31,0.0,5.1,5.1,5.1,5.1,PHGDPYY
1997-06-30,0.0,6.0,6.0,6.0,6.0,PHGDPYY
1997-09-30,0.0,4.7,4.7,4.7,4.7,PHGDPYY
1997-12-31,0.0,4.9,4.9,4.9,4.9,PHGDPYY
