date,Volume,Open,Close,High,Low,symbol
2005-06-28,0.0,1187.02,1187.2,1189.61,1184.39,ALL
2005-06-29,0.0,1185.21,1173.99,1185.21,1165.14,ALL
2005-06-30,0.0,1173.21,1161.79,1173.41,1160.53,ALL
2005-07-04,0.0,1119.99,1122.3101,1126.04,1118.1801,ALL
2005-07-05,0.0,1121.53,1121.75,1125.3,1118.5699,ALL
2005-07-06,0.0,1123.37,1135.85,1138.1,1122.16,ALL
2005-07-07,0.0,1133.1,1148.6899,1148.6899,1119.8199,ALL
2005-07-11,0.0,1136.34,1142.38,1143.83,1133.4399,ALL
2005-07-12,0.0,1140.98,1137.0699,1141.01,1133.85,ALL
2005-07-13,0.0,1140.67,1147.97,1148.25,1140.67,ALL
2005-07-14,0.0,1151.86,1158.09,1158.74,1150.54,ALL
2005-07-18,0.0,1163.4399,1152.11,1164.16,1150.89,ALL
2005-07-19,0.0,1153.35,1175.02,1175.9,1153.35,ALL
2005-07-20,0.0,1176.21,1181.8,1182.99,1176.21,ALL
2005-07-21,0.0,1182.67,1179.26,1185.74,1176.29,ALL
2005-07-25,0.0,1180.8101,1180.51,1184.66,1176.9399,ALL
2005-07-26,0.0,1180.52,1186.4301,1186.4301,1180.37,ALL
2005-07-27,0.0,1186.89,1201.3101,1203.1899,1186.89,ALL
2005-07-28,0.0,1201.59,1201.3199,1204.51,1198.53,ALL
2005-08-01,0.0,1194.96,1193.12,1195.6899,1190.42,ALL
2005-08-02,0.0,1192.4301,1195.42,1195.42,1190.52,ALL
2005-08-03,0.0,1194.38,1191.41,1194.53,1187.98,ALL
2005-08-04,0.0,1192.47,1194.25,1195.0699,1191.9301,ALL
2005-08-08,0.0,1199.09,1209.7,1210.11,1199.09,ALL
2005-08-09,0.0,1210.5,1218.24,1218.24,1207.17,ALL
2005-08-10,0.0,1217.13,1224.99,1224.99,1214.83,ALL
2005-08-11,0.0,1226.17,1230.3199,1237.22,1226.17,ALL
2005-08-15,0.0,1214.98,1209.91,1214.98,1207.67,ALL
2005-08-16,0.0,1208.83,1206.29,1209.48,1202.73,ALL
2005-08-17,0.0,1205.8101,1204.2,1206.88,1203.1899,ALL
2005-08-18,0.0,1202.8199,1195.29,1203.02,1192.65,ALL
2005-08-22,0.0,1190.38,1182.5699,1190.38,1181.8,ALL
2005-08-23,0.0,1180.61,1171.22,1180.73,1167.99,ALL
2005-08-24,0.0,1171.21,1171.6899,1173.11,1170.34,ALL
2005-08-25,0.0,1171.74,1175.01,1176.28,1170.85,ALL
2005-08-29,0.0,1173.4,1180.87,1182.05,1172.99,ALL
2005-08-30,0.0,1180.7,1174.65,1180.78,1171.45,ALL
2005-08-31,0.0,1174.09,1176.39,1180.9301,1174.09,ALL
2005-09-01,0.0,1177.5,1181.5601,1181.5601,1177.5,ALL
2005-09-05,0.0,1173.36,1157.62,1173.36,1157.62,ALL
2005-09-06,0.0,1160.49,1158.92,1168.6801,1157.7,ALL
2005-09-07,0.0,1158.92,1163.9399,1166.0,1158.28,ALL
2005-09-08,0.0,1165.09,1152.24,1166.0,1152.15,ALL
2005-09-12,0.0,1145.09,1159.77,1161.5601,1145.0699,ALL
2005-09-13,0.0,1160.23,1170.03,1170.03,1160.05,ALL
2005-09-14,0.0,1170.16,1164.24,1171.1801,1164.24,ALL
2005-09-15,0.0,1165.1899,1166.46,1168.25,1164.33,ALL
2005-09-19,0.0,1174.35,1177.8101,1179.3,1174.35,ALL
2005-09-21,0.0,1187.37,1188.2,1188.2,1183.2,ALL
2005-09-22,0.0,1188.59,1186.6801,1188.75,1182.83,ALL
2005-09-26,0.0,1190.0699,1203.6,1203.6,1188.89,ALL
2005-09-27,0.0,1203.53,1198.8101,1204.73,1195.55,ALL
2005-09-28,0.0,1198.25,1195.4,1200.45,1193.61,ALL
2005-09-29,0.0,1195.5699,1182.49,1196.53,1179.2,ALL
2005-10-03,0.0,1181.33,1178.52,1184.83,1176.24,ALL
2005-10-04,0.0,1178.64,1179.59,1180.7,1175.79,ALL
2005-10-05,0.0,1178.85,1177.87,1179.8,1175.3,ALL
2005-10-06,0.0,1179.34,1184.16,1184.83,1179.34,ALL
2005-10-10,0.0,1181.87,1190.2,1190.2,1181.87,ALL
2005-10-11,0.0,1189.14,1187.46,1190.13,1186.78,ALL
2005-10-12,0.0,1187.53,1184.83,1189.79,1184.15,ALL
2005-10-13,0.0,1184.79,1184.28,1186.88,1182.17,ALL
2005-10-17,0.0,1179.26,1180.8,1181.66,1177.63,ALL
2005-10-18,0.0,1179.91,1185.64,1186.22,1178.8199,ALL
2005-10-19,0.0,1186.4399,1181.8,1187.71,1180.72,ALL
2005-10-20,0.0,1180.5699,1171.92,1180.5699,1170.78,ALL
2005-10-24,0.0,1168.86,1174.39,1176.13,1168.86,ALL
2005-10-25,0.0,1174.4,1177.04,1177.24,1172.14,ALL
2005-10-26,0.0,1177.6899,1180.83,1180.83,1177.45,ALL
2005-10-27,0.0,1181.97,1191.02,1191.02,1181.49,ALL
2005-11-01,0.0,1191.02,1218.77,1218.77,1191.02,ALL
2005-11-02,0.0,1222.95,1229.63,1229.63,1222.95,ALL
